link,title,body,attachment_0_link,attachment_0_name,attachment_1_link,attachment_1_name,attachment_2_link,attachment_2_name,attachment_3_link,attachment_3_name,attachment_4_link,attachment_4_name,attachment_5_link,attachment_5_name,attachment_6_link,attachment_6_name,attachment_7_link,attachment_7_name,attachment_8_link,attachment_8_name,attachment_9_link,attachment_9_name,attachment_10_link,attachment_10_name,attachment_11_link,attachment_11_name,attachment_12_link,attachment_12_name,attachment_13_link,attachment_13_name,attachment_14_link,attachment_14_name,attachment_15_link,attachment_15_name,attachment_16_link,attachment_16_name,attachment_17_link,attachment_17_name,attachment_18_link,attachment_18_name,attachment_19_link,attachment_19_name,attachment_20_link,attachment_20_name,attachment_21_link,attachment_21_name,attachment_22_link,attachment_22_name,attachment_23_link,attachment_23_name,opening date,closing date,ISBN,person,addr,email
http://www.communities.gov.uk/publications/planningandbuilding/revocationswrss,Environmental report on the revocation of regional planning guidance for the South West (RPG 10),"As part of its stated commitment to protecting the environment the Government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the Government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _Regional Planning Guidance for the South West (RPG 10)_, published in September 2001. The environmental report on the revocation of the Regional Planning Guidance for the South West (RPG 10) is available below. 
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012196.pdf,Environmental report on the revocation of regional planning guidance for the South West (RPG 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 October 2011,20 januar 2012,9781409831204,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/revocationeerss,Environmental report on the revocation of the East of England Plan,"As part of its stated commitment to protecting the environment the Government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the Government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _East of England Plan_, published in May 2008. The environmental report on the revocation of the East of England Plan is available below.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012162.pdf,Environmental report on the revocation of the East of England Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 October 2011,20 January 2012,9781409831174,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/revocationyhrss,Environmental report on the revocation of the Yorkshire and Humber Plan,"As part of its stated commitment to protecting the environment the Government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the Government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _Yorkshire and Humber Plan Regional Spatial Strategy to 2026_, published in May 2008. The environmental report on the revocation of the Yorkshire and Humber Plan is available below.

**Please note**: This report has been succeeded by the Strategic Environmental Assessment published on 28 September 2012 (see below).
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012158.pdf,Environmental report on the revocation of the Yorkshire and Humber Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 October 2011,20 January 2012,9781409831167,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/revocationserss,Environmental report on the revocation of the South East Plan,"As part of its stated commitment to protecting the environment the Government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the Government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _South East Plan_, published in May 2009. The environmental report on the revocation of the South East Plan is available below.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012179.pdf,Environmental report on the revocation of the South East Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 October 2011,20 January 2012,9781409831198,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/revocationemrss,Environmental report on the revocation of the East Midlands Regional Plan,"As part of its stated commitment to protecting the environment the Government decided to carry out an environmental assessment of the revocation of the existing regional strategies, on a voluntary basis. It is the Government's clear policy intention to revoke existing regional strategies outside London, but this is subject to the outcome of environmental assessments and will not be undertaken until the Secretary of State and Parliament have had the opportunity to consider the findings of the assessments.

The regional strategy whose revocation is proposed is the _East Midlands Regional Plan (RRS8)_, published in March 2009. The environmental report on the revocation of the East Midlands Regional Plan is available below.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/2012166.pdf,Environmental report on the revocation of the East Midlands Regional Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 October 2011,20 January 2012,9781409831181,,,
http://www.communities.gov.uk/publications/planningandbuilding/planningregulationsconsultation,Neighbourhood planning regulations: Consultation,"The Localism Bill leaves various procedural and technical requirements of the neighbourhood planning system to regulations. This consultation seeks views on whether the proposed neighbourhood planning regulations are fit for purpose.

Please submit your views using the questionnaire below.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/1985878.pdf,Neighbourhood planning regulations: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/doc/2010714.doc,Neighbourhood planning regulations: Consultation questionnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 October 2011,5 January 2012,9781409831327,,,
http://www.communities.gov.uk/publications/localgovernment/capitalfinancechangescons,Local Government capital finance system: Proposed changes - Consultation,"This consultation seeks views on the Government's proposed amendments to the capital finance regulations and Minimum Revenue Provision guidance. 
",http://www.communities.gov.uk/documents/localgovernment/pdf/1109052.pdf,Local Government capital finance system: Proposed changes - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 October 2011,22 November 2011,9781409831860,,,
http://www.communities.gov.uk/publications/planningandbuilding/cilreformconsultation,Community Infrastructure Levy: Detailed proposals and draft regulations for reform - Consultation,"We have published proposals, including draft regulations on the reform of the Community Infrastructure Levy for consultation.

This consultation seeks your views on the detailed implementation of the Government's proposals to the Community Infrastructure Levy.

Please submit your views using the questionnaire below.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/1997385.pdf,Community Infrastructure Levy: Detailed proposals and draft regulations for reform - Consultation,http://www.communities.gov.uk/documents/planningandbuilding/doc/1997423.doc,Community Infrastructure Levy: Detailed proposals and draft regulations for reform - Consultation questionnaire,http://www.communities.gov.uk/documents/planningandbuilding/pdf/2004771,Draft Community Infrastructure Levy Regulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 October 2011,30 December 2011,9781409831365,,,
http://www.communities.gov.uk/publications/localgovernment/pensionconsultation,Local Government Pension Scheme: Consultation on proposed increases to employee contribution rates and changes to scheme accrual rates,"This consultation paper sets out the Government's draft proposals to achieve short term savings of £900million within the Local Government Pension Scheme by 2014-15, equivalent to the 3.2 percentage point contribution increases in the unfunded public service pension schemes.

The closing date for responses is **6 January 2012**. However, to assist the Department's considerations, consultees who may wish to submit alternative proposals:

  * are invited to signal their intention to do so as soon as possible, please, and by **28 October** at the latest and
  * are requested, please, to submit any specific costed options by no later than **25 November**, to allow an opportunity for discussion and appraisal.
",http://www.communities.gov.uk/documents/localgovernment/pdf/2004147.pdf,Local Government Pension Scheme: Consultation on proposed increases to employee contribution rates and changes to scheme accrual rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 October 2011,6 January 2012,,,,
http://www.communities.gov.uk/publications/localgovernment/codepracticeladataresponses,Code of recommended practice for local authorities on data transparency: Summary of responses to consultation,"The Government consulted on a new Code of Recommended Practice for local authorities on the publication of data in February 2011. The proposed Code was concerned with making data generated by authorities available and accessible to the public.

This document provides a summary of responses to the consultation and the Government's response.
",http://www.communities.gov.uk/documents/localgovernment/pdf/1985219.pdf,Code of recommended practice for local authorities on data transparency: Summary of responses to consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 September 2011,,9781409831099,,,
http://www.communities.gov.uk/publications/fire/capitalgrantconsultation,Distribution of Fire Capital Grant - Consultation,"This consultation seeks views from the Fire and Rescue Service on the distribution of the Capital Grant funding.

You can also view the sample application form and sample spreadsheet that accompanies the consultation below.
",http://www.communities.gov.uk/documents/fire/pdf/1986537.pdf,Distribution of Fire Capital Grant - Consultation,http://www.communities.gov.uk/documents/fire/doc/1990405.doc,Sample Fire Capital Grant application form for consultation,http://www.communities.gov.uk/documents/fire/xls/1990408.xls,Sample Fire Capital Grant spreadsheet for consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 September 2011,21 October 2011,9781409831426,,,
http://www.communities.gov.uk/publications/fire/firefighterpensioncontributions,"Firefighters' Pension Scheme (1992) and New Firefighters' Pension Scheme (2006): Proposed increases to employee contributions rates, effective from 1 April 2012 - Consultation","This consultation seeks views on the following key proposed changes to the firefighters' pension schemes in England:

  * increased levels of employee contribution rates, effective from 1 April 2012
  * the introduction of tiered contribution levels, so that higher earners will pay a higher rate of contribution
  * different levels of increase for the Firefighters' Pension Scheme (1992) and New Firefighters' Pension Scheme (2006)
  * the specific handling of contributions for retained and part-time firefighters
",http://www.communities.gov.uk/documents/fire/pdf/1985324.pdf,"Firefighters' Pension Scheme (1992) and New Firefighters' Pension Scheme (2006): Proposed increases to employee contribution rates, effective from 1 April 2012 - Consultation",http://www.communities.gov.uk/documents/fire/pdf/1984305.pdf,Frequently Asked Question - Firefighters' Pensions Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 September 2011,2 December 2011,9781409831334,,,
http://www.communities.gov.uk/publications/localgovernment/bestvalueconsultresp,New Best Value Statutory Guidance Consultation: Summary of responses and Government response,"The Department launched a consultation on the draft statutory guidance on the Best Value Duty. It sets out some reasonable expectations of the way authorities should work with voluntary and community groups and small businesses when facing difficult funding decisions.

Views were invited on the content of the new guidance and can be found in the downloads below.
",http://www.communities.gov.uk/documents/localgovernment/pdf/1976929.pdf,New Best Value Statutory Guidance Consultation: Summary of responses and Government response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 September 2011,,9781409830573,,,
http://www.communities.gov.uk/publications/housing/streamliningcouncilhousing,Streamlining council housing asset management: Disposals and use of receipts - Consultation,"The Government is committed to reducing bureaucracy generally and burdens on local government specifically. Its intention is that intervention in local housing affairs by central Government be kept to a minimum and be enacted where it is necessary to protect public finances or the rights of individuals.

We are therefore seeking views on clarifying and simplifying the legislation that governs the disposal of council house assets and how the receipt from such disposals should be used.
",http://www.communities.gov.uk/documents/housing/pdf/1961898.pdf,Streamlining council housing asset management: Disposals and use of receipts - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 August 2011,17 November 2011,9781409830696,,,
http://www.communities.gov.uk/publications/planningandbuilding/planningschoolsresponses,Planning for schools development: consultation - Summary of responses,"This is a summary of the responses to the Government's 2010 consultation on planning for schools development. It set the context for the consultation and gives qualitative and quantitative analysis for each consultation question. 
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/1966081.pdf,Planning for schools development: consultation - Summary of responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 August 2011,,9781409830092,,,
http://www.communities.gov.uk/publications/localgovernment/righttobuyresponses,Proposals to introduce a Community Right to Buy - Assets of Community Value - Consultation: Summary of responses,"A summary of the responses received to the Community Right to Buy - Assets of Community Value consultation paper originally published on 4 February 2011. 
",http://www.communities.gov.uk/documents/localgovernment/pdf/1965426.pdf,Proposals to introduce a Community Right to Buy - Assets of Community Value - Consultation: Summary of responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 August 2011,,9781409830757,,,
http://www.communities.gov.uk/publications/housing/antisocialbehaviourconsult,A new mandatory power of possession for anti-social behaviour: Consultation,"This consultation seeks views on the detail and practicalities of a new mandatory power of possession to enable landlords to take swifter action to evict their most anti-social tenants.

The Government's intention is that the necessary legislation be introduced alongside legislative changes required following the Home Office's recent consultation on reforming tools and powers to tackle anti-social behaviour.

**Update:** This consultation was updated on 15 August 2011 (see the letter below for further informtion). Those responding to the consultation are asked therefore not to respond on the basis of the original text in paragraph 2.3 or to the original Question 1 but instead to the new proposal and question which have now been incorporated into the consultation document. We are extending the consultation to Monday 7 November to allow consultees 12 weeks to respond to these further proposals.
",http://www.communities.gov.uk/documents/housing/pdf/1959275.pdf,A new mandatory power of possession for anti-social behaviour: Consultation,http://www.communities.gov.uk/documents/housing/pdf/19666871.pdf,Letter from Rt Hon Grant Shapps MP - Extending social landlords' powers to seek possession for criminality and anti-social behaviour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 August 2011,7 November 2011,9781409830559,,,
http://www.communities.gov.uk/publications/fire/consultationfirefighterspension,Amendments to the Firefighters' Pension Scheme 1992 and the New Firefighters' Pension Scheme 2006: Consultation,"This consultation sets out a number of proposed changes to the Firefighters' Pension Scheme and New Firefighters' Pension Scheme.

It includes the following key proposals:

  * the removal of rule A14, compulsory retirement on the grounds of efficiency
  * changes to the indexation of additional pension benefits
  * changes to the maximum communtation payment
  * proposals to deal with potential age discrimination
  * amendments to the medical and non-medical appeals processes
  * abatement of pensions
  * technical amendments and alignments with tax legislation.
",http://www.communities.gov.uk/documents/fire/pdf/1958095.pdf,Amendments to the Firefighters' Pension Scheme 1992 and the New Firefighters' Pension Scheme 2006: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 August 2011,26 October 2011,9781409830610,,,
http://www.communities.gov.uk/publications/localgovernment/righttochallengeresponses,Proposals to introduce a Community Right to Challenge Consultation: Summary of responses,"A summary of the responses received to the _Proposals to introduce a Community Right to Challenge: Consultation paper_ originally published on 4 February 2011.
",http://www.communities.gov.uk/documents/localgovernment/pdf/19581851.pdf,Proposals to introduce a Community Right to Challenge Consultation: Summary of responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 August 2011,,9781409830702,,,
http://www.communities.gov.uk/publications/localgovernment/localisingcounciltaxconsult,Localising support for council tax in England: Consultation,"Localising support for council tax is part of a wider policy of decentralisation, giving councils increased financial autonomy and a greater stake in the economic future of their local area. This supports the Government's wider agenda to enable stronger, balanced economic growth across the country and complements the Government's proposals for other incentives, such as the New Homes Bonus.

We would welcome views on all aspects of the proposed approach set out in the document, in addition to the specific questions asked.  

",http://www.communities.gov.uk/documents/localgovernment/pdf/19510253.pdf,Localising support for council tax in England: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 August 2011,14 October 2011,9781409830504,,,
http://www.communities.gov.uk/publications/communities/pubrestrictivecovenants,The use of restrictive covenants in the pub industry and their impact on local communities: Consultation,"This consultation aims to establish an evidence base regarding the use of restrictive covenants which prevent pubs from being used as such once they are sold, and the impact that this has on local communities.

The responses to the consultation will be used by the Government to help assess whether action needs to be undertaken.

It would be helpful if you could respond to this consultation using the online form. However, you can also email or post written comments to the address below.

The Department will be holding a face-to-face stakeholder session on the consultation. This will take place on Friday, 14 October at Eland House in London, from 1.30pm - 3.30pm. 

If you would be interested in attending this event, please email the Consultation Team at the e-mail address given below or 'phone Carl Laughna on 0303 4442044.
",http://www.communities.gov.uk/documents/communities/pdf/1957901.pdf,The use of restrictive covenants in the pub industry and their impact on local communities: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 August 2011,25 October 2011,9781409830634,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/draftframeworkconsultation,Draft National Planning Policy Framework: Consultation,"The draft National Planning Policy Framework was published for consultation. This is a key part of our reforms to make the planning system less complex and more accessible, and to promote sustainable growth.

Please find below the consultation document. There is also a link to the draft National Planning Policy Framework itself, and to the consultation stage impact assessment. The consultation closed on **17 October 2011**.

**Update:** The Government has consulted on a draft planning policy for traveller sites. The consultation period ended on 3 August 2011, and a new Planning Policy Statement for traveller sites will be published as soon as possible following due consideration of the consultation responses. The new Planning Policy Statement for traveller sites will be reviewed in the light of all comments received and incorporated into the final _National Planning Policy Framework_.

### Planning policy for traveller sites and National Planning Policy Framework

**Oral hearings and consultation workshops:** To increase the accessibility of the consultation for traveller communities we organised a series of oral hearings. For more information visit the [Oral hearings and workshops](http://www.communities.gov.uk/archived/publications/planningandbuilding/draftframeworkconsultation) page.

**Easier to read summary:** We have also published a short easier-to-read summary of the National Planning Policy Framework. You can download this as a PDF or MP3 file below.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/1951747.pdf,Draft National Planning Policy Framework: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/doc/1980987.doc,Draft National Planning Policy Framework: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1972109.pdf,Draft National Planning Policy Framework: Easier to read summary,http://www.communities.gov.uk/rich-media/mp3/1989848.mp3,Draft National Planning Policy Framework: Easier to read summary (Audio version),http://www.communities.gov.uk/documents/planningandbuilding/doc/1965066.doc,Draft National Planning Policy Framework: Consultation response form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 July 2011,17 October 2011,9781409830467,,,
http://www.communities.gov.uk/publications/localgovernment/resourcereviewbusinessrates,Local Government Resource Review: Proposals for Business Rates Retention - Consultation,"This consultation seeks views on the Government's proposals to change the way local government is funded by introducing retention of business rates.

It also seeks views on options for enabling authorities to carry out Tax Increment Financing within the business rates retention system.
",http://www.communities.gov.uk/documents/localgovernment/pdf/1947200.pdf,Local Government Resource Review: Proposals for Business Rates Retention - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 July 2011,24 October 2011,9781409830498,,,
http://www.communities.gov.uk/publications/planningandbuilding/localregulationsconsultation,Local planning regulations: Consultation,"In response to reforms in the Localism Bill, the Government is revising the regulations which govern the process by which local councils prepare their development plans. This consultation seeks views on whether the revised regulations are fit for purpose. 
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/localplansconsultation.pdf,Local planning regulations: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/doc/localplanconsultationform.doc,Local planning regulations: Consultation response form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 July 2011,7 October 2011,9781409830429,,,
http://www.communities.gov.uk/publications/housing/socialhousingregulator,Implementing social housing reform: directions to the Social Housing Regulator - Consultation,"A consultation on draft directions to the Social Housing Regulator, which will help implement key elements of the Government's package of reforms to social housing. These reforms include giving social landlords greater flexibility over the types of tenancies they may offer, introducing a nationwide social home swap programme, and enhancing tenant involvement and empowerment.

**Update:** This consultation was updated on 28 July 2011 to include a revised draft tenure direction. Please see the letter from Housing Minister Grant Shapps for details.
",http://www.communities.gov.uk/documents/housing/pdf/1956470.pdf,Amendment to proposed direction to the Social Housing Regulator on tenure - Letter from the Rt Hon Grant Shapps MP,http://www.communities.gov.uk/documents/housing/pdf/1936126.pdf,Implementing social housing reform: directions to the Social Housing Regulator - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 July 2011,29 September 2011,9781409830139,,,
http://www.communities.gov.uk/publications/fire/controlservicessummaryresponses,Future of fire and rescue control services in England Consultation - Summary of responses,"This is a summary of responses to the resent consultation on the future of fire and rescue control services in England consultation. 
",http://www.communities.gov.uk/documents/fire/pdf/1936876.pdf,Future of fire and rescue control services in England Consultation - Summary of responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 July 2011,,9781409830382,,,
http://www.communities.gov.uk/publications/housing/leaseholdvaluationlimits,Leasehold Valuation Limits - Consultation paper,"This consultation paper contains proposals and the associated Impact Assessment for updating the property value limits which are used to determine whether certain rights are available to residential long leaseholders. These are rights for such leaseholders to remain in their properties as assured tenants when their lease comes to an end, to extend the lease of their leasehold house or to purchase the freehold of a leasehold house (enfranchise) on particular terms.  

The online consultation seeks views on the proposals and will run for 12 weeks until 12 September 2011. The Government would welcome responses from a wide range of organisations and individuals.
",http://www.communities.gov.uk/documents/housing/pdf/1922040.pdf,Updating leasehold value limits: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 June 2011,12 September 2011,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/pps3annexsummary,Planning Policy Statement 3: Planning for Housing - Technical change to Annex B - Affordable Housing definition: Consultation - Summary of responses,"Summary of Government responses to the consultation on the _Planning Policy Statement 3: Housing_ (PPS3) definition of affordable housing.

**Please note:** This document has been cancelled and replaced by the [ National Planning Policy Framework ](http://www.communities.gov.uk/planningandbuilding/planningsystem/planningpolicy/planningpolicyframework/), published on 27 March 2012, which sets out the Government's planning policies for England.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/1917850.pdf,Planning Policy Statement 3: Planning for Housing - Technical change to Annex B - Affordable Housing definition: Consultation - Summary of responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 June 2011,,9781409829973,,,
http://www.communities.gov.uk/archived/publications/corporate/businessplantransparencysor,DCLG Business Plan 2011-2015: Summary of responses to consultation on the transparency section of the plan,"The Department published its Business Plan for 2011-2015 on 8 November 2010. The indicators and information strategy in the transparency section of the Business Plan were published for consultation. The purpose of this engagement was to seek feedback from departmental partners and members of the public, to ensure that this section of the Business Plan contained the most relevant and timely information and technically robust indicators.

Only a small number of detailed responses were received, and a larger number of enquiries or comments. This document summarises the responses.
",http://www.communities.gov.uk/documents/corporate/pdf/1902581.pdf,DCLG Business Plan 2011-2015: Summary of responses to consultation on the transparency section of the plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 May 2011,,9781409829706,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/travellersitesconsultation,Planning for traveller sites: Consultation,"The consultation on the Government's draft planning policy for traveller sites ended on 3 August, and a new Planning Policy Statement for traveller sites will be published as soon as possible, following due consideration of the consultation responses.

The Government is also consulting on the draft _National Planning Policy Framework_ until 17 October. As part of this consultation, we welcome views on the consistency of the draft Framework with the draft planning policy for traveller sites, and any other comments about the Government's plans to incorporate planning policy on traveller sites into the final National Planning Policy Framework. The new Planning Policy Statement for traveller sites will be reviewed in the light of all comments received and incorporated into the final National Planning Policy Framework.

As part of the consultation on the National Planning Policy Framework, the Government would welcome responses to the following question:

> Do you have views on the consistency of the draft Framework with the draft planning policy for traveller sites, or any other comments about the Government's plans to incorporate planning policy on traveller sites into the final National Planning Policy Framework?

Details of how to respond to the consultation on the _National Planning Policy Framework_ can be found on the [consultation page](http://www.communities.gov.uk/archived/publications/planningandbuilding/draftframeworkconsultation).
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/1886164.pdf,Planning for traveller sites: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/pdf/1918325.pdf,Planning for traveller sites: Consultation - Short easier to read summary,http://www.communities.gov.uk/documents/planningandbuilding/doc/18917451.doc,Planning for traveller sites: Consultation response form,http://www.communities.gov.uk/rich-media/mp3/19409041.mp3,Planning for traveller sites: Consultation - Planning for traveller sites Summary (Audio version),http://www.communities.gov.uk/rich-media/mp3/1940904.mp3,Planning for traveller sites: Consultation - Contents (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409042.mp3,Planning for traveller sites: Consultation - Section 1 Introduction (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409043.mp3,Planning for traveller sites: Consultation - Section 2 Policy background (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409044.mp3,Planning for traveller sites: Consultation - Section 3 Key matters for consideration (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409045.mp3,Planning for traveller sites: Consultation - Section 4 The consultation options (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409046.mp3,Planning for traveller sites: Consultation - Section 5 The consultation questions (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409047.mp3,Planning for traveller sites: Consultation - Section 6 About this consultation (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409048.mp3,Planning for traveller sites: Consultation - Section 7 The seven consultation criteria and this consultation (Audio version),http://www.communities.gov.uk/rich-media/mp3/19409049.mp3,Planning for traveller sites: Consultation - Annex A Draft Planning Policy Statement (Audio version),http://www.communities.gov.uk/rich-media/mp3/194090410.mp3,Planning for traveller sites: Consultation - Annex B Consultation stage impact assessment (Audio version),http://www.communities.gov.uk/rich-media/mp3/194090411.mp3,Planning for traveller sites: Consultation - Annex C1 Consultation stage equality impact assessment initial screening (Audio version),http://www.communities.gov.uk/rich-media/mp3/194090412.mp3,Planning for traveller sites: Consultation - Annex C2 Consultation stage full equality impact assessment (Audio version),,,,,,,,,,,,,,,,,13 April 2011,3 August 2011,9781409829478,,,
http://www.communities.gov.uk/publications/corporate/statistics/plan201112consultation,Draft Statistics Plan for 2011-12: Consultation,"The draft statistics plan describes our proposals for collecting and publishing official statistics over the period April 2011 to March 2012.

We are seeking:

  * users' reactions to our proposals and their views on whether our planned deployment of resources will meet their needs
  * suggestions for the development of any new statistics, products or services
  * suggestions for any further reductions in the amount of data we collect and publish (beyond those already submitted in the context of the 'Single Data List')
  * information from users about the particular uses to which they put our statistics

**Please note: The closing date has been extended from 16 May to 3 June 2011.**
",http://www.communities.gov.uk/documents/statistics/pdf/1885667.pdf,Draft Statistics Plan for 2011-12: Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 April 2011,3 June 2011,9781409829485,,,
http://www.communities.gov.uk/publications/localgovernment/bestvalueconsult,Best value: new draft statutory guidance - Consultation,"The Department is consulting on new Best Value guidance, setting out some reasonable expectations of the way best value authorities should work with voluntary and community groups when facing difficult funding decisions.

We would welcome comments from any organisations and individuals affected by the new guidance and any others with an interest.
",http://www.communities.gov.uk/documents/localgovernment/pdf/1885419.pdf,Best value: new draft statutory guidance - Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 April 2011,14 June 2011,9781409829447,,,
http://www.communities.gov.uk/publications/localgovernment/counciltaxstudentsdiscountsors,Proposed amendments to the Council Tax discount disregards order 1992: Summary of responses,"In August 2010 the Department invited views on a proposal to allow students studying with educational establishments situated in European Union member states to be treated as resident in the UK for council tax purposes.

This paper sets out a summary of responses and the Government's decisions.
",http://www.communities.gov.uk/documents/localgovernment/pdf/1883887.pdf,Proposed amendments to the Council Tax discount disregards order 1992: Summary of responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 April 2011,,9781409829454,,,
http://www.communities.gov.uk/publications/planningandbuilding/relaxationchangeconsultation,Relaxation of planning rules for change of use from commercial to residential: Consultation,"This consultation seeks views on the Government's proposals to amend the _Town and Country Planning (General Permitted Development) Order 1995_ (as amended) to grant permitted development rights to changes of use from commercial to residential, ie to allow such changes of use without the need for planning applications.

Please submit your views using the questionnaire below.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/1883189.pdf,Relaxation of planning rules for change of use from commercial to residential: Consultation,http://www.communities.gov.uk/documents/planningandbuilding/doc/1883192.doc,Relaxation of planning rules for change of use from commercial to residential: Consultation Questionnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 April 2011,30 June 2011,9781409829218,,,
